ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Caffeine,Cannabis,Chocolate,Legal High,Nicotine,Illicit Drugs
153,25-34,-0.07854,Female,University Degree,UK,White,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,CL5,CL6,CL2,CL4,CL2,CL5,1
154,25-34,-0.07854,Male,University Degree,UK,White,-0.67825,0.96248,-1.68062,0.76096,0.75830,-0.21712,-0.52593,CL6,CL4,CL1,CL6,CL0,CL1,1
155,18-24,-0.95197,Female,Some College,UK,White,2.82196,-1.37639,0.72330,-0.45321,0.58489,-0.21712,0.76540,CL5,CL6,CL0,CL6,CL0,CL0,1
156,35-44,0.49788,Female,University Degree,UK,Black,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,CL5,CL6,CL0,CL6,CL0,CL0,0
157,35-44,0.49788,Female,Some College,UK,White,1.23461,0.00332,-0.31776,1.11406,0.12331,0.19268,-0.52593,CL5,CL6,CL2,CL6,CL0,CL5,1
158,25-34,-0.07854,Male,Left at 16,UK,White,-1.05308,1.11406,-1.82919,-0.45321,0.75830,-0.21712,0.76540,CL6,CL6,CL0,CL6,CL0,CL1,0
159,35-44,0.49788,Female,University Degree,Australia,White,-0.24649,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.22470,CL3,CL6,CL0,CL6,CL0,CL0,0
160,45-54,1.09449,Female,Some College,UK,Black,-0.46725,-0.57545,-0.58331,0.13136,0.25953,-0.21712,-1.18084,CL4,CL6,CL0,CL3,CL0,CL0,0
161,45-54,1.09449,Male,Masters Degree,Other,White,1.02119,0.80523,0.44585,-0.15487,0.25953,-0.21712,0.40148,CL5,CL6,CL6,CL6,CL0,CL3,1
162,35-44,0.49788,Male,University Degree,UK,Black,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,CL5,CL6,CL0,CL5,CL0,CL4,0
163,25-34,-0.07854,Female,University Degree,New Zealand,White,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,CL3,CL5,CL2,CL6,CL2,CL1,1
164,25-34,-0.07854,Female,Some College,UK,White,1.83990,0.00332,-0.31776,0.94156,0.12331,-0.21712,-0.84637,CL4,CL6,CL0,CL6,CL0,CL6,0
165,25-34,-0.07854,Female,Doctorate Degree,UK,White,0.13606,0.32197,-1.55521,1.45039,1.13407,-1.37983,-0.52593,CL3,CL3,CL1,CL6,CL0,CL1,1
166,45-54,1.09449,Male,Masters Degree,UK,White,-0.24649,-0.30033,-0.31776,-0.45321,1.63088,-1.37983,-0.84637,CL6,CL6,CL1,CL5,CL0,CL0,1
167,18-24,-0.95197,Male,Some College,UK,White,1.49158,-1.23177,0.72330,-2.35413,-1.92173,0.88113,0.07987,CL5,CL5,CL4,CL5,CL2,CL6,1
168,25-34,-0.07854,Female,Professional Diploma,UK,Black,0.04257,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,CL2,CL5,CL0,CL6,CL0,CL0,0
169,25-34,-0.07854,Female,University Degree,UK,White,0.22393,1.28610,-1.27553,-0.30172,-1.13788,0.52975,0.40148,CL5,CL6,CL0,CL6,CL0,CL1,1
170,18-24,-0.95197,Female,Left at 18,UK,White,-0.34799,0.00332,-1.42424,0.59042,-0.14277,-0.71126,0.40148,CL5,CL6,CL0,CL5,CL0,CL4,1
171,45-54,1.09449,Male,Left at 16,UK,White,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,CL2,CL6,CL2,CL5,CL0,CL1,1
172,35-44,0.49788,Male,Masters Degree,UK,White,-0.34799,0.96248,2.15324,0.76096,-0.78155,1.29221,1.92173,CL6,CL6,CL1,CL6,CL0,CL1,1
173,45-54,1.09449,Female,Professional Diploma,UK,White,0.52135,-0.57545,-0.45174,-0.45321,0.75830,0.19268,-1.18084,CL5,CL6,CL2,CL6,CL0,CL5,1
174,35-44,0.49788,Female,University Degree,UK,White,1.02119,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,CL6,CL6,CL0,CL5,CL0,CL0,0
175,35-44,0.49788,Female,Professional Diploma,UK,White,1.02119,-0.57545,-2.21069,0.76096,-1.51840,0.88113,0.07987,CL6,CL6,CL0,CL5,CL0,CL6,1
176,55-64,1.82213,Female,University Degree,UK,White,0.62967,0.00332,0.44585,1.28610,0.12331,0.19268,0.07987,CL5,CL6,CL1,CL6,CL0,CL3,0
177,35-44,0.49788,Female,University Degree,UK,Other,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,-1.37983,-1.18084,CL3,CL5,CL0,CL4,CL0,CL0,0
178,35-44,0.49788,Female,University Degree,UK,White,1.49158,0.00332,-1.27553,-0.91699,1.13407,-0.71126,-0.52593,CL5,CL6,CL0,CL4,CL0,CL0,0
179,45-54,1.09449,Female,University Degree,UK,White,0.82562,-0.94779,-0.45174,0.76096,-0.14277,0.19268,-0.21575,CL5,CL6,CL1,CL6,CL0,CL6,1
180,35-44,0.49788,Female,Professional Diploma,UK,White,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,CL5,CL6,CL2,CL4,CL0,CL6,1
181,45-54,1.09449,Female,Professional Diploma,UK,White,0.31287,0.63779,-1.55521,0.28783,0.93949,0.19268,0.07987,CL5,CL6,CL0,CL5,CL0,CL2,0
182,25-34,-0.07854,Male,Doctorate Degree,UK,White,-1.32828,-0.43999,-0.31776,0.59042,0.93949,-0.71126,-1.18084,CL5,CL6,CL0,CL5,CL0,CL0,0
183,35-44,0.49788,Female,Some College,UK,White,0.31287,0.80523,-0.31776,1.28610,0.75830,-1.37983,-1.18084,CL5,CL0,CL0,CL4,CL0,CL0,0
184,18-24,-0.95197,Female,University Degree,UK,White,1.98437,-0.43999,0.29338,-0.76096,0.93949,-0.71126,0.40148,CL6,CL6,CL0,CL5,CL3,CL6,1
185,55-64,1.82213,Male,Left at 18,UK,White,0.04257,-0.80615,-0.97631,0.59042,0.25953,-1.37983,-1.18084,CL6,CL6,CL0,CL5,CL0,CL6,0
186,35-44,0.49788,Female,University Degree,Canada,White,0.31287,0.63779,-0.01928,0.76096,-0.14277,-0.21712,-0.52593,CL5,CL6,CL3,CL5,CL0,CL0,1
187,35-44,0.49788,Female,Masters Degree,UK,White,-0.67825,1.45421,0.14143,0.28783,1.81175,-1.37983,-1.54858,CL6,CL6,CL1,CL4,CL0,CL1,0
188,55-64,1.82213,Female,Left at 16,UK,White,-0.79151,-0.80615,-1.97495,1.11406,0.58489,-1.37983,-1.54858,CL4,CL3,CL1,CL5,CL0,CL1,0
189,45-54,1.09449,Female,Left at 16,UK,White,0.41667,-1.37639,-2.09015,0.59042,-0.27607,-1.37983,-2.07848,CL4,CL3,CL0,CL6,CL0,CL6,1
190,18-24,-0.95197,Female,Masters Degree,UK,White,-0.34799,0.00332,-0.45174,0.13136,0.75830,-0.71126,-0.84637,CL5,CL5,CL2,CL4,CL0,CL3,0
191,55-64,1.82213,Female,Professional Diploma,UK,White,-1.43907,0.00332,-0.84732,0.59042,-0.27607,-0.71126,-1.54858,CL5,CL3,CL0,CL5,CL0,CL0,1
192,18-24,-0.95197,Male,University Degree,UK,White/Asian,-0.34799,1.28610,-1.11902,0.59042,-0.52745,0.52975,0.07987,CL5,CL6,CL2,CL5,CL0,CL2,0
193,25-34,-0.07854,Female,Professional Diploma,Canada,White,-0.79151,-0.30033,-0.17779,0.28783,-0.52745,0.88113,0.07987,CL5,CL6,CL5,CL4,CL0,CL6,1
194,45-54,1.09449,Female,University Degree,UK,White,0.31287,-1.09207,-0.45174,0.13136,0.12331,-1.37983,0.07987,CL5,CL6,CL1,CL5,CL0,CL0,1
195,25-34,-0.07854,Female,University Degree,Canada,White/Asian,-0.92104,1.28610,-0.01928,-0.01729,0.41594,-0.71126,-1.18084,CL3,CL4,CL2,CL5,CL0,CL0,0
196,55-64,1.82213,Female,University Degree,UK,White,0.62967,0.32197,0.72330,-0.30172,0.93949,0.52975,0.07987,CL5,CL6,CL2,CL4,CL0,CL4,1
197,18-24,-0.95197,Male,University Degree,UK,Black,-0.58016,0.32197,-0.58331,1.28610,-0.89891,0.19268,-1.18084,CL4,CL5,CL0,CL4,CL0,CL0,0
198,55-64,1.82213,Female,University Degree,UK,White,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,CL5,CL5,CL0,CL5,CL0,CL0,0
199,25-34,-0.07854,Female,Professional Diploma,UK,White,-0.05188,0.47617,0.58331,0.76096,-0.00665,1.86203,1.22470,CL6,CL5,CL6,CL6,CL3,CL6,1
200,45-54,1.09449,Female,Professional Diploma,UK,White,-0.46725,2.32338,0.72330,1.81866,1.30612,0.52975,0.07987,CL4,CL6,CL4,CL5,CL2,CL6,1
201,18-24,-0.95197,Female,University Degree,UK,White,-0.58016,0.16767,-0.84732,1.11406,1.46191,0.52975,1.22470,CL6,CL5,CL0,CL6,CL0,CL0,0
202,35-44,0.49788,Male,Masters Degree,UK,Other,-0.14882,-0.94779,-0.58331,-1.34289,1.30612,-0.71126,-0.84637,CL5,CL6,CL2,CL6,CL2,CL4,1
203,35-44,0.49788,Female,University Degree,UK,White,-0.67825,1.28610,-0.45174,0.94156,1.13407,0.19268,-0.84637,CL6,CL6,CL1,CL2,CL0,CL1,1
204,65+,2.59171,Male,Left before 16,UK,White,-1.55078,-1.09207,-2.39883,-0.91699,-0.65253,-1.37983,-2.07848,CL5,CL6,CL0,CL5,CL0,CL6,0
205,25-34,-0.07854,Female,University Degree,UK,White,-0.14882,0.96248,1.24033,-0.01729,0.25953,-0.21712,0.40148,CL5,CL6,CL2,CL5,CL0,CL4,1
206,35-44,0.49788,Female,Left at 16,UK,White,-0.14882,1.11406,0.29338,-0.91699,-1.01450,1.86203,0.40148,CL5,CL6,CL0,CL6,CL0,CL0,1
207,18-24,-0.95197,Female,University Degree,UK,White,-0.05188,1.28610,0.58331,0.13136,0.41594,0.88113,0.07987,CL5,CL6,CL0,CL6,CL0,CL0,0
208,35-44,0.49788,Female,Professional Diploma,UK,White,-0.67825,0.47617,-0.58331,0.59042,-0.14277,-0.21712,0.40148,CL5,CL6,CL6,CL3,CL3,CL6,1
209,35-44,0.49788,Female,University Degree,UK,White,0.13606,0.00332,-0.17779,-0.30172,-0.00665,0.52975,1.22470,CL4,CL6,CL6,CL5,CL3,CL6,1
210,25-34,-0.07854,Male,Masters Degree,UK,Asian,-1.43907,0.47617,1.06238,-0.45321,1.13407,-1.37983,-0.84637,CL0,CL6,CL0,CL4,CL0,CL0,0
211,25-34,-0.07854,Female,Some College,UK,White,0.73545,0.16767,-1.42424,-0.01729,-1.25773,1.86203,0.76540,CL3,CL6,CL0,CL5,CL0,CL0,0
212,45-54,1.09449,Female,Left at 16,UK,White,-0.67825,-0.57545,-1.11902,1.11406,0.93949,-1.37983,-2.07848,CL5,CL6,CL0,CL4,CL0,CL0,0
213,25-34,-0.07854,Female,Professional Diploma,UK,White,0.13606,0.63779,-0.84732,1.81866,0.58489,-0.21712,-1.18084,CL6,CL6,CL1,CL5,CL0,CL6,1
214,45-54,1.09449,Female,Professional Diploma,Republic of Ireland,White,0.52135,-0.15487,-1.27553,0.94156,0.12331,-1.37983,-1.54858,CL5,CL6,CL0,CL6,CL0,CL0,1
215,25-34,-0.07854,Female,Professional Diploma,UK,White,-0.14882,1.11406,0.44585,1.28610,1.30612,0.19268,1.22470,CL5,CL5,CL2,CL6,CL0,CL2,0
216,25-34,-0.07854,Female,University Degree,Canada,White,1.60383,-0.30033,-0.71727,1.11406,-0.40581,0.19268,0.07987,CL5,CL6,CL4,CL4,CL0,CL3,1
217,25-34,-0.07854,Female,Professional Diploma,UK,White,0.22393,1.11406,0.29338,1.45039,-0.00665,0.88113,0.76540,CL5,CL6,CL1,CL5,CL0,CL3,1
218,35-44,0.49788,Male,Professional Diploma,UK,White,1.23461,0.80523,0.44585,1.45039,-1.64101,1.86203,0.76540,CL2,CL6,CL1,CL6,CL0,CL6,1
219,25-34,-0.07854,Female,Masters Degree,Other,White,0.31287,1.11406,-0.84732,-1.07533,0.75830,-0.21712,-0.52593,CL4,CL6,CL3,CL6,CL0,CL3,1
220,35-44,0.49788,Female,Some College,UK,White,-0.34799,-0.57545,0.14143,1.11406,0.25953,-1.37983,-0.84637,CL6,CL4,CL1,CL5,CL0,CL6,1
221,18-24,-0.95197,Female,University Degree,UK,White,0.82562,-0.30033,0.29338,-0.01729,0.12331,0.19268,0.07987,CL5,CL6,CL3,CL5,CL3,CL3,1
222,25-34,-0.07854,Female,University Degree,UK,White,-0.14882,0.47617,-0.45174,-0.76096,0.93949,0.52975,-0.52593,CL3,CL6,CL0,CL6,CL0,CL2,0
223,35-44,0.49788,Female,University Degree,UK,White,-0.24649,0.63779,0.72330,1.11406,0.25953,1.29221,1.22470,CL6,CL5,CL2,CL5,CL0,CL2,1
224,55-64,1.82213,Male,University Degree,UK,White,-1.19430,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,CL1,CL1,CL0,CL6,CL0,CL1,0
225,45-54,1.09449,Female,University Degree,UK,White,-0.46725,1.45421,0.29338,0.43852,0.75830,-0.21712,-0.21575,CL5,CL0,CL0,CL6,CL0,CL0,0
226,35-44,0.49788,Female,University Degree,UK,White,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,CL6,CL6,CL0,CL5,CL0,CL6,1
227,45-54,1.09449,Female,University Degree,UK,White,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,CL5,CL6,CL1,CL6,CL0,CL1,0
228,18-24,-0.95197,Male,Some College,UK,White,0.22393,0.96248,-0.97631,-0.60633,0.58489,1.29221,0.40148,CL5,CL5,CL4,CL6,CL0,CL4,0
229,45-54,1.09449,Male,Masters Degree,UK,White,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,0.19268,0.07987,CL6,CL6,CL2,CL6,CL0,CL2,1
230,45-54,1.09449,Female,University Degree,UK,White,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,CL6,CL6,CL1,CL6,CL0,CL0,0
231,35-44,0.49788,Female,Professional Diploma,UK,White,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.54858,CL5,CL5,CL1,CL6,CL0,CL3,1
232,65+,2.59171,Female,Masters Degree,UK,White,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,CL6,CL6,CL0,CL5,CL0,CL1,1
233,25-34,-0.07854,Female,University Degree,UK,White,0.04257,1.28610,-0.01928,0.13136,0.75830,0.52975,0.76540,CL5,CL6,CL0,CL6,CL0,CL0,1
234,45-54,1.09449,Male,University Degree,UK,White,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,CL6,CL6,CL0,CL4,CL0,CL0,0
235,25-34,-0.07854,Female,University Degree,UK,White,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,CL4,CL6,CL2,CL6,CL0,CL2,0
236,25-34,-0.07854,Female,Professional Diploma,UK,White,0.04257,0.96248,-1.27553,2.23427,2.04506,-1.37983,-2.07848,CL5,CL6,CL0,CL6,CL0,CL0,1
237,25-34,-0.07854,Female,Masters Degree,UK,White,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,CL6,CL6,CL0,CL6,CL0,CL0,0
238,25-34,-0.07854,Female,Left at 16,UK,White,0.91093,-0.15487,-2.21069,0.28783,1.30612,-1.37983,-2.07848,CL5,CL6,CL3,CL6,CL0,CL6,1
239,18-24,-0.95197,Female,Left at 18,UK,White,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,CL4,CL6,CL0,CL6,CL0,CL0,0
240,45-54,1.09449,Female,Professional Diploma,UK,White,-1.86962,0.63779,0.72330,1.61108,0.25953,-1.37983,-0.84637,CL5,CL6,CL0,CL5,CL0,CL0,0
241,35-44,0.49788,Female,Masters Degree,UK,White,0.62967,-1.23177,-0.01928,1.61108,2.63199,-1.37983,-0.84637,CL4,CL6,CL0,CL6,CL0,CL1,1
242,25-34,-0.07854,Female,Left at 18,Other,White,2.12700,-1.23177,-0.84732,0.76096,-1.01450,0.19268,-1.18084,CL5,CL4,CL2,CL6,CL0,CL2,1
243,18-24,-0.95197,Female,Some College,UK,White,1.49158,-1.50796,-3.27393,0.76096,-0.89891,-1.37983,-1.54858,CL5,CL6,CL0,CL5,CL0,CL4,1
244,25-34,-0.07854,Female,University Degree,UK,White,-0.58016,1.11406,0.72330,0.94156,0.93949,-1.37983,-0.21575,CL5,CL6,CL3,CL4,CL3,CL5,1
245,35-44,0.49788,Male,University Degree,UK,White,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,CL5,CL6,CL1,CL6,CL0,CL0,1
246,25-34,-0.07854,Female,Some College,UK,White,-0.24649,-0.94779,-1.68062,-1.47955,-1.38502,-2.55524,-1.54858,CL5,CL6,CL1,CL6,CL0,CL6,1
247,25-34,-0.07854,Female,Professional Diploma,UK,White,1.37297,-0.69509,-1.27553,0.43852,-0.65253,-0.21712,-0.84637,CL5,CL0,CL2,CL5,CL0,CL5,1
248,45-54,1.09449,Male,Masters Degree,UK,White,-0.92104,-0.30033,-1.11902,0.59042,1.63088,-0.21712,-0.52593,CL6,CL6,CL0,CL5,CL0,CL0,0
249,45-54,1.09449,Female,Doctorate Degree,UK,White,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,CL5,CL5,CL0,CL5,CL0,CL0,0
250,45-54,1.09449,Female,Professional Diploma,UK,White,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,CL5,CL0,CL0,CL6,CL0,CL6,0
251,45-54,1.09449,Male,University Degree,UK,White,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,CL5,CL6,CL0,CL6,CL0,CL0,0
252,35-44,0.49788,Female,University Degree,UK,White,0.62967,-0.94779,-0.71727,-0.15487,0.75830,-1.37983,-1.54858,CL4,CL5,CL0,CL5,CL0,CL0,0
253,18-24,-0.95197,Female,Masters Degree,UK,White,-1.43907,0.96248,-0.58331,2.23427,2.04506,-0.71126,-0.21575,CL5,CL6,CL2,CL4,CL0,CL2,0
254,45-54,1.09449,Female,Doctorate Degree,UK,White,-0.79151,0.16767,0.29338,-0.01729,0.93949,-1.37983,-2.07848,CL6,CL6,CL2,CL5,CL0,CL2,1
255,25-34,-0.07854,Male,Professional Diploma,UK,White,1.37297,-0.69509,-0.71727,-0.91699,-0.27607,-1.37983,-0.84637,CL4,CL6,CL3,CL4,CL0,CL3,0
256,35-44,0.49788,Female,Masters Degree,UK,White,-1.19430,1.74091,1.06238,1.28610,0.75830,0.19268,0.40148,CL5,CL5,CL2,CL6,CL0,CL2,1
257,18-24,-0.95197,Female,Some College,UK,White,-0.46725,0.63779,-0.31776,0.76096,0.93949,-0.71126,-0.21575,CL4,CL2,CL2,CL5,CL0,CL0,1
258,35-44,0.49788,Male,Doctorate Degree,UK,White,0.04257,0.00332,0.88309,-2.70172,-0.27607,-0.71126,0.07987,CL4,CL6,CL1,CL6,CL2,CL4,1
259,65+,2.59171,Male,Doctorate Degree,UK,White,0.52135,-0.15487,-0.45174,-1.47955,1.81175,-0.71126,-1.54858,CL5,CL4,CL0,CL0,CL0,CL0,1
260,65+,2.59171,Male,Professional Diploma,UK,White,-1.05308,-0.30033,0.29338,0.43852,0.75830,-0.21712,-0.52593,CL6,CL6,CL0,CL5,CL0,CL0,0
261,45-54,1.09449,Female,Professional Diploma,UK,White,-0.46725,0.96248,2.15324,-0.91699,-0.00665,1.86203,1.22470,CL5,CL6,CL2,CL5,CL0,CL0,1
262,55-64,1.82213,Male,University Degree,UK,White,-0.67825,-0.43999,0.72330,-0.01729,-0.14277,1.86203,0.07987,CL2,CL0,CL1,CL6,CL0,CL6,1
263,45-54,1.09449,Male,Masters Degree,UK,Asian,-0.92104,0.80523,-0.31776,0.94156,0.25953,-1.37983,-1.54858,CL3,CL6,CL0,CL4,CL0,CL0,0
264,55-64,1.82213,Female,Left before 16,UK,White,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,CL5,CL0,CL0,CL6,CL0,CL1,0
265,18-24,-0.95197,Female,University Degree,UK,White,-0.46725,0.16767,-0.01928,0.59042,0.58489,-1.37983,-1.18084,CL5,CL5,CL2,CL5,CL0,CL0,0
266,35-44,0.49788,Female,University Degree,UK,Black,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,-0.71126,-2.07848,CL2,CL6,CL0,CL6,CL0,CL0,0
267,55-64,1.82213,Male,University Degree,UK,White,-1.19430,-0.15487,-0.17779,0.28783,0.75830,-0.21712,0.07987,CL6,CL6,CL3,CL6,CL0,CL1,1
268,35-44,0.49788,Male,Professional Diploma,UK,Black,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,CL6,CL6,CL0,CL5,CL0,CL0,0
269,45-54,1.09449,Female,Masters Degree,UK,White,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,CL6,CL6,CL1,CL6,CL0,CL1,0
270,35-44,0.49788,Female,Masters Degree,UK,Black,-0.92104,0.16767,-0.84732,-0.76096,0.12331,-1.37983,-2.07848,CL4,CL2,CL0,CL4,CL0,CL0,1
271,45-54,1.09449,Female,Masters Degree,UK,White,-2.34360,2.12700,1.65653,0.76096,0.75830,0.88113,0.40148,CL6,CL6,CL1,CL6,CL0,CL0,1
272,45-54,1.09449,Female,Masters Degree,UK,White,0.73545,-0.69509,0.44585,0.28783,-1.38502,-0.71126,0.76540,CL6,CL6,CL1,CL5,CL1,CL2,1
273,55-64,1.82213,Male,Doctorate Degree,UK,White,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,CL6,CL6,CL0,CL6,CL0,CL1,0
274,25-34,-0.07854,Female,University Degree,UK,White,0.22393,0.16767,-1.11902,0.28783,0.25953,-0.71126,-0.21575,CL6,CL6,CL3,CL6,CL3,CL4,1
275,35-44,0.49788,Male,Masters Degree,UK,White,0.22393,0.96248,0.14143,-0.91699,0.58489,-0.21712,0.76540,CL6,CL6,CL3,CL4,CL0,CL6,1
276,35-44,0.49788,Female,Masters Degree,UK,White,0.41667,-0.43999,0.14143,0.43852,1.63088,-1.37983,-0.21575,CL4,CL6,CL1,CL4,CL0,CL2,1
277,55-64,1.82213,Male,Doctorate Degree,UK,White,-0.92104,0.47617,-0.58331,-0.30172,-0.52745,-0.21712,-0.52593,CL6,CL3,CL0,CL3,CL0,CL1,0
278,25-34,-0.07854,Male,Some College,UK,White,-1.05308,1.45421,1.06238,0.76096,-0.14277,0.52975,0.07987,CL5,CL5,CL4,CL5,CL0,CL3,1
279,45-54,1.09449,Female,University Degree,UK,White,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,-0.71126,-0.52593,CL5,CL6,CL0,CL5,CL0,CL0,0
280,45-54,1.09449,Male,Masters Degree,UK,White,-1.32828,0.80523,0.29338,0.43852,0.41594,0.19268,-0.52593,CL5,CL6,CL1,CL6,CL0,CL1,1
281,55-64,1.82213,Male,Masters Degree,UK,White,-0.05188,0.16767,0.72330,-0.01729,-0.89891,-0.71126,-0.84637,CL6,CL6,CL0,CL6,CL0,CL1,0
282,45-54,1.09449,Female,Some College,UK,White,0.04257,-0.30033,-2.21069,-0.15487,-0.14277,-0.71126,-0.84637,CL5,CL6,CL0,CL6,CL0,CL0,1
283,45-54,1.09449,Female,Masters Degree,UK,White,-0.05188,0.00332,0.14143,0.94156,0.93949,0.19268,0.40148,CL5,CL5,CL1,CL5,CL0,CL0,1
284,45-54,1.09449,Male,University Degree,UK,White,-0.92104,1.58487,0.14143,-0.30172,0.75830,0.19268,0.40148,CL6,CL6,CL0,CL5,CL0,CL0,0
285,35-44,0.49788,Male,Professional Diploma,Other,White,-1.19430,-0.80615,0.72330,-0.45321,0.25953,1.29221,-0.21575,CL3,CL6,CL2,CL5,CL0,CL6,1
286,35-44,0.49788,Male,University Degree,UK,White,-0.92104,1.28610,-0.71727,-0.30172,0.25953,-1.37983,-0.21575,CL5,CL6,CL0,CL4,CL0,CL5,0
287,45-54,1.09449,Female,University Degree,UK,White,0.22393,-1.37639,-0.17779,-1.34289,-0.14277,-1.37983,-2.07848,CL5,CL6,CL0,CL6,CL0,CL0,0
288,45-54,1.09449,Male,Masters Degree,UK,White,0.31287,0.32197,-0.45174,0.43852,-0.89891,-0.21712,-0.21575,CL3,CL6,CL1,CL6,CL0,CL0,1
289,25-34,-0.07854,Male,Some College,UK,White,0.62967,0.32197,-0.71727,-0.30172,-0.00665,-0.21712,-1.54858,CL6,CL6,CL0,CL6,CL0,CL6,0
290,25-34,-0.07854,Female,Masters Degree,UK,White,-2.05048,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,CL4,CL6,CL2,CL5,CL0,CL6,1
291,35-44,0.49788,Female,Professional Diploma,UK,Black,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,CL0,CL5,CL0,CL6,CL0,CL0,0
292,35-44,0.49788,Female,Some College,UK,White,0.62967,-1.09207,0.44585,-0.76096,-0.40581,-1.37983,-0.52593,CL5,CL4,CL5,CL5,CL0,CL4,1
293,45-54,1.09449,Female,Professional Diploma,UK,White,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,-0.71126,-0.52593,CL3,CL6,CL0,CL3,CL0,CL0,0
295,25-34,-0.07854,Female,Professional Diploma,UK,White,1.13281,0.00332,-0.17779,-0.76096,-0.40581,0.19268,-0.21575,CL3,CL3,CL3,CL6,CL0,CL6,1
296,18-24,-0.95197,Female,Left at 17,UK,White,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,CL5,CL4,CL0,CL6,CL0,CL0,0
297,35-44,0.49788,Male,Professional Diploma,UK,White,1.37297,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,CL5,CL5,CL2,CL6,CL0,CL2,1
298,65+,2.59171,Female,Left at 16,UK,White,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,CL0,CL6,CL0,CL6,CL0,CL0,0
300,35-44,0.49788,Female,University Degree,UK,White,0.13606,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,CL5,CL6,CL0,CL5,CL0,CL0,0
301,35-44,0.49788,Female,Professional Diploma,USA,White,0.82562,-0.94779,-0.17779,0.43852,0.58489,-0.71126,-0.84637,CL5,CL4,CL0,CL5,CL0,CL0,0
302,25-34,-0.07854,Female,Some College,USA,White,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,CL3,CL2,CL0,CL6,CL0,CL6,0
303,35-44,0.49788,Female,Doctorate Degree,UK,White,0.52135,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,CL6,CL6,CL0,CL6,CL0,CL1,0
304,55-64,1.82213,Female,Professional Diploma,UK,White,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,CL6,CL6,CL2,CL5,CL0,CL1,1
305,45-54,1.09449,Female,University Degree,UK,White,-0.34799,0.00332,-1.27553,-0.15487,0.93949,-0.21712,-1.18084,CL6,CL6,CL0,CL6,CL0,CL0,0
306,45-54,1.09449,Female,University Degree,UK,White,-1.05308,-2.32338,-1.27553,1.61108,0.12331,-0.71126,-1.54858,CL4,CL6,CL0,CL4,CL0,CL0,1
307,35-44,0.49788,Male,Masters Degree,UK,White,0.22393,-1.23177,-0.84732,-1.07533,0.75830,-1.37983,-0.84637,CL5,CL6,CL2,CL6,CL0,CL2,1
